"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"27.02.2024","133.534","131.885","133.590","131.710","85,78K","1,61%"
"26.02.2024","131.423","131.260","131.780","130.865","53,68K","0,16%"
"23.02.2024","131.216","132.200","132.480","130.860","76,66K","-0,62%"
"22.02.2024","132.029","132.900","133.005","131.825","73,61K","0,04%"
"21.02.2024","131.981","131.555","132.250","131.225","71,34K","0,00%"
"20.02.2024","131.977","130.400","132.055","130.085","80,39K","0,77%"
"19.02.2024","130.972","130.540","131.100","130.085","36,75K","0,13%"
"16.02.2024","130.801","130.200","131.165","129.695","83,82K","0,74%"
"15.02.2024","129.846","129.500","129.925","128.985","68,55K","2,36%"
"14.02.2024","126.852","127.180","127.600","126.720","9,60K","-0,99%"
"09.02.2024","128.118","128.480","129.015","127.580","79,86K","-0,08%"
"08.02.2024","128.221","129.900","130.190","127.970","113,69K","-1,44%"
"07.02.2024","130.096","130.820","130.820","129.565","89,26K","-0,55%"
"06.02.2024","130.820","128.000","131.100","127.905","114,10K","2,32%"
"05.02.2024","127.851","127.355","128.070","126.610","80,68K","0,29%"
"02.02.2024","127.476","128.820","129.200","126.860","124,26K","-1,03%"
"01.02.2024","128.799","128.490","128.940","127.545","114,41K","0,50%"
"31.01.2024","128.162","127.600","130.050","127.520","145,33K","0,26%"
"30.01.2024","127.836","128.820","129.255","127.500","90,31K","-0,86%"
"29.01.2024","128.946","129.695","129.695","128.330","80,61K","-0,39%"
"26.01.2024","129.456","129.155","129.800","128.375","101,34K","0,54%"
"25.01.2024","128.760","128.650","129.310","128.405","99,94K","0,30%"
"24.01.2024","128.378","129.755","130.215","128.255","152,86K","-0,50%"
"23.01.2024","129.026","127.505","129.145","127.500","130,09K","1,40%"
"22.01.2024","127.243","128.485","128.640","126.575","138,14K","-0,97%"
"19.01.2024","128.483","128.650","128.890","127.300","123,86K","0,25%"
"18.01.2024","128.163","129.750","130.195","128.050","154,17K","-0,95%"
"17.01.2024","129.393","129.590","130.160","128.990","127,06K","-0,63%"
"16.01.2024","130.208","131.975","132.030","130.015","180,81K","-1,86%"
"15.01.2024","132.680","131.755","132.820","131.265","73,85K","0,43%"
"12.01.2024","132.107","131.550","133.030","131.390","105,16K","0,22%"
"11.01.2024","131.817","131.945","132.425","130.960","133,68K","-0,12%"
"10.01.2024","131.976","132.560","133.045","131.600","96,97K","-0,55%"
"09.01.2024","132.711","133.425","133.490","132.365","101,64K","-0,81%"
"08.01.2024","133.794","132.900","134.040","132.310","92,55K","0,28%"
"05.01.2024","133.414","132.315","134.040","131.840","137,37K","0,61%"
"04.01.2024","132.609","134.555","134.595","132.395","123,66K","-1,33%"
"03.01.2024","134.398","134.025","135.150","133.620","116,81K","0,14%"
"02.01.2024","134.206","135.200","135.345","133.555","103,75K","-1,17%"
